訓練單位名稱,縣市別辦訓地,課程代碼,課程名稱,訓練時數,訓練人次,每人訓練費用,開訓日期,結訓日期
"基隆市西服業職業工會","基隆市","163708","單寧工藝與牛仔褲改造設計班","54","25","10700","20250307","20250509"
"社團法人彰化縣人力資源教育協會","彰化縣","163709","流行律動舞蹈班","72","30","10750","20250224","20250514"
"社團法人彰化縣人力資源教育協會","彰化縣","163710","手工拼布進階班","84","25","18000","20250318","20250624"
"社團法人台灣公共職業訓練國際交流暨發展協會","桃園市","163711","新制多益英文聽力閱讀訓練班","36","22","6480","20250301","20250412"
"彰化縣農產品運送工職業工會","彰化縣","163716","素食烹調實務班","84","25","17000","20250301","20250524"
"彰化縣農產品運送工職業工會","彰化縣","163717","TTQS訓練機構版指標課程班","24","20","4550","20250308","20250329"
"彰化縣農產品運送工職業工會","彰化縣","163718","植栽美學暨盆栽花器實務班","81","25","17250","20250317","20250616"
"新北市商店售貨職業工會","新北市","163720","環保天然手工皂調製實作班","42","25","10750","20250317","20250428"
"臺中市職業總工會","臺中市","163723","植感保養品暨皂藝美學進階班","66","22","14520","20250317","20250602"
"新北市傳統整復員職業工會","新北市","163726","傳統整復推拿手法A班","80","20","13500","20250308","20250413"
"中華民國全國縫紉業總工會","彰化縣","163728","布精藝手作拼布班","99","30","21000","20250224","20250623"
"彰化縣西服服飾業職業工會","彰化縣","163730","生活實用手作拼布班","96","20","20000","20250322","20250719"
"臺北市工人總工會","臺北市","163733","InDesign 數位排版與編排設計實務班","36","28","7510","20250312","20250528"
"臺北市教育局中小學產業工會","臺北市","163735","商務英語實務進階班","54","23","8690","20250302","20250504"
"臺灣總工會","臺北市","163746","寶石設計編織進階班","54","24","12000","20250322","20250517"
"彰化縣職業總工會","彰化縣","163749","AI輔助工業產品設計與AutoCAD製圖訓練班","54","20","8910","20250312","20250423"
"彰化縣職業總工會","彰化縣","163750","主題式造型氣球應用班","54","18","11100","20250318","20250522"
"彰化縣職業總工會","彰化縣","163751","草本植萃精油入皂應用班","54","18","11000","20250322","20250524"
"社團法人南投縣手工藝發展協會","南投縣","163757","輕手感鉤針織品進階班第03期","70","30","10900","20250316","20250518"
"社團法人南投縣在地產業創新協會","南投縣","163762","烘焙食品製作班","91","30","18700","20250315","20250621"
"社團法人南投縣技職教育協會","南投縣","163766","手做甜點班","49","30","10100","20250304","20250415"
"修平學校財團法人修平科技大學","臺中市","163770","車輛維修技術實務班","54","20","9410","20250303","20250429"
"修平學校財團法人修平科技大學","臺中市","163771","協作型智慧機械手臂控制實務班","54","25","9480","20250311","20250515"
"社團法人高雄市新運動文化暨文創經貿發展協會","高雄市","163772","樂齡旅遊導遊訓練班","24","20","4110","20250319","20250328"
"彰化縣職訓教育協會","彰化縣","163773","辦公室文書處理與應用整合實務班","72","20","11880","20250324","20250611"
"中國醫藥大學","臺中市","163777","臺灣傳統小吃料理班","52","25","10720","20250315","20250628"
"中國醫藥大學","臺中市","163778","里昂南法鄉村料理班","52","25","10720","20250316","20250629"
"社團法人彰化縣故鄉關懷發展協會","彰化縣","163781","家事收納與空間管理技能培訓班","36","21","6200","20250301","20250412"
"社團法人臺中市身無礙關懷協會","臺中市","163785","國服改良式(造型襟及裝飾襟)祺袍製圖打版製作修改班","128","20","28500","20250303","20250630"
"大臺中美髮美容技術指導員職業工會","臺中市","163786","專業造型剪髮應用班","77","24","17780","20250307","20250523"
"大臺中美髮美容技術指導員職業工會","臺中市","163787","整體造型創意彩妝實務班","70","22","16170","20250310","20250512"
"中華民國美髮美容技術指導員職業工會全國聯合總會","臺中市","163790","美髮剪燙染應用班","77","20","17780","20250308","20250524"
"台中市職業訓練培訓人員職業工會","臺中市","163794","瑞典式芳香按摩手技實作班","77","22","17780","20250305","20250514"
"臺中市皂類製作從業人員職業工會","臺中市","163797","皂類清潔製品與香氛商品翻製進階班","96","24","20000","20250317","20250630"
"社團法人彰化縣觀光餐旅推廣協會","彰化縣","163798","中餐烹調素食基礎班","72","25","14850","20250316","20250608"
"新竹市總工會","新竹市","163802","花藝技巧與盆景創作班","47","24","11990","20250315","20250510"
"新竹市總工會","新竹市","163803","環氧樹脂飾品訓練班","42","25","10600","20250306","20250424"
"台灣區冷凍空調工程工業同業公會","臺中市","163807","冷凍空調安裝及維修基礎班","96","30","17290","20250308","20250420"
"新竹市總工會","新竹市","163809","人工智慧(GPT)與EXCEL及POWERPOINT應用班","42","21","7960","20250316","20250504"
"弘光科技大學","臺中市","163810","不動產地政士訓練班","72","24","10780","20250223","20250525"
"弘光科技大學","臺中市","163811","觀光日語景點介紹會話班","36","24","6080","20250308","20250419"
"社團法人中華民國腳底按摩協會","彰化縣","163819","撥筋與太極推拿運用訓練班","30","20","5550","20250323","20250427"
"中華民國全國航空業總工會","臺中市","163821","飛機修護進階班","112","22","23280","20250323","20250622"
"社團法人台中市生活美學協會","臺中市","163822","實用基礎日語及會話實務班","42","20","7960","20250323","20250518"
"中華民國指甲彩繪美容職業工會聯合會","臺中市","163825","凝膠美甲創意設計與3D立體雕花班","84","28","16700","20250323","20250713"
"台中市仲介從業人員職業工會","臺中市","163827","不動產地政士相關法令解析班","140","20","23100","20250315","20250525"
"社團法人台灣鵗力灣協會","臺中市","163834","職場新多益聽力閱讀班","36","28","5710","20250309","20250608"
"中華民國體育運動舞蹈推廣協會","臺中市","163836","國際標準舞蹈訓練班","30","16","5690","20250225","20250603"
"中華民國體育運動舞蹈推廣協會","彰化縣","163837","國標綜合舞蹈訓練班","96","20","15800","20250226","20250625"
"中華民國體育運動舞蹈推廣協會","臺中市","163838","國標舞蹈訓練班","30","16","5690","20250227","20250619"
"社團法人臺中市快樂果長期照顧服務發展協會","臺中市","163839","居家式長照機構評鑑實務管理班","24","24","4160","20250322","20250330"
"社團法人臺中市金融保險從業人員權益促進會","臺中市","163842","保險理賠拒賠風險與糾紛處理實務班","40","20","6600","20250313","20250529"
"財團法人金屬工業研究發展中心","臺中市","163843","ISO45001職業安全衛生管理系統實務班","30","22","5670","20250306","20250410"
"財團法人塑膠工業技術發展中心","臺中市","163847","塑膠射出現場管理及品質訓練班","36","25","9220","20250308","20250419"
"社團法人中華民國體育促進會","彰化縣","163850","綜合國標舞訓練班","47","18","8880","20250227","20250619"
"社團法人中華民國體育促進會","臺中市","163851","國際標準舞訓練班","47","18","8880","20250317","20250630"
"嶺東科技大學","臺中市","163856","TTQS 訓練機構版指標課程班","24","24","4500","20250303","20250324"
"社團法人中華整體美學教育協會","臺中市","163861","指甲彩繪貼鑽美學技能實務班","96","24","20690","20250316","20250713"
"社團法人中華整體美學教育協會","臺中市","163862","噴槍美甲凝膠彩繪雕塑進階班","96","24","21290","20250322","20250719"
"社團法人桃園市職訓教育協進會","桃園市","163867","AutoCAD創意室內設計暨生成式AI繪圖班","54","26","8910","20250308","20250510"
"社團法人桃園市職訓教育協進會","桃園市","163868","社群行銷圖文設計規劃班","54","26","8910","20250308","20250510"
"社團法人台中市慈宥關懷協會","臺中市","163872","AI工具應用及網路行銷基礎班","48","20","7920","20250322","20250517"
"社團法人台灣多元技藝職能協會","臺中市","163874","幼兒創意黏土活動設計班","24","20","4770","20250308","20250323"
"社團法人台灣行業專業協會","臺中市","163878","咖啡烘焙杯測與下午茶製作入門班","42","15","9960","20250309","20250427"
"社團法人彰化縣終身學習職能協進會","彰化縣","163889","水電實用班","70","25","15150","20250322","20250607"
"財團法人中華花藝研究推廣基金會","臺中市","163895","婚慶花藝及會場設計班","48","28","9860","20250307","20250613"
"財團法人亞洲大學","臺中市","163898","美味麵包實作班","40","25","9450","20250318","20250520"
"社團法人中華勞動人才發展協會","桃園市","163902","日文─N5訓練班","36","21","6830","20250304","20250418"
"社團法人中華勞動人才發展協會","新竹縣","163903","日文─N5訓練班","36","21","6830","20250308","20250419"
"社團法人中華勞動人才發展協會","新竹縣","163904","日文─N5訓練班","36","21","6830","20250309","20250420"
"好學科技管理顧問有限公司附設職業訓練中心","桃園市","163906","Excel巨集處理應用初階班","49","20","7010","20250222","20250419"
"好學科技管理顧問有限公司附設職業訓練中心","桃園市","163907","Excel巨集處理應用初階班","49","20","7010","20250309","20250427"
"台中市美姿禮儀造型職業工會","臺中市","163912","日式手部保養及穿戴甲凝膠款式製作班","78","25","17480","20250321","20250627"
"台中市公寓大廈管理服務職業工會","臺中市","163917","綠能公寓大廈事務人員班","48","30","8310","20250312","20250416"
"台中市公寓大廈管理服務職業工會","臺中市","163918","綠能公寓大廈事務人員班","48","30","8310","20250419","20250504"
"臺中市保安支援服務人員職業工會","臺中市","163921","水上摩托車與充氣式救生艇IRB搜救支援人員操作班","70","22","13200","20250315","20250420"
"中華民國汽車保養商業同業公會全國聯合會","彰化縣","163923","中古車況鑑定技能訓練班","18","18","4590","20250223","20250323"
"中華民國汽車保養商業同業公會全國聯合會","彰化縣","163924","電動車維修及保養基礎實務班","18","20","4600","20250316","20250413"
"中華民國經絡鬆筋整體健康協會","南投縣","163926","經絡調理手技與牛角輔具應用課程班","97","22","16790","20250308","20250628"
"中華民國經絡鬆筋整體健康協會","臺中市","163927","經絡調理手技與牛角輔具應用課程班","97","22","16800","20250316","20250622"
"社團法人中華專業講師協會","臺中市","163941","聲音表達與表演訓練班","30","22","6230","20250320","20250424"
"社團法人台灣新興產業人才培育協會","臺中市","163953","實用職場英語會話基礎班","42","20","7960","20250303","20250602"
"光宇學校財團法人元培醫事科技大學","新竹市","163954","中餐烹調廚藝技能班","68","20","11750","20250308","20250412"
"光宇學校財團法人元培醫事科技大學","新竹市","163955","麵包與蛋糕培訓班","66","20","12810","20250308","20250524"
"光宇學校財團法人元培醫事科技大學","新竹市","163957","經絡按摩班","36","20","6230","20250315","20250330"
"光宇學校財團法人元培醫事科技大學","新竹市","163958","臺灣特色茶與六大茶類班","54","20","11050","20250301","20250329"
"財團法人勞動基金會","臺中市","163960","手機攝影與影音後製AI實作班","42","25","6000","20250323","20250511"
"台中市街頭藝人職業工會","臺中市","163963","薩克斯風多元重奏班","54","25","8980","20250411","20250808"
